conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1906731900804452578,Mon Mar 31 15:34:45 +0000 2025,0,Simple pemerintah turunkan harga BBM subsidi.. ini cara paling cepat utk menggerakkan ekonomi... Dampaknya domino...,1906731900804452578,,,in,,0,0,0,https://x.com/RaintRico/status/1906731900804452578,1797955130387763200,RaintRico
1906227819975483886,Mon Mar 31 15:30:30 +0000 2025,0,@zarryhendrik Nah ini lu benar dah.. emang ekonomi masyarakat dayanya lagi menurun... Program MBG yg konon katanya bs melecut ekonomi jg blm nampak dampaknya... Food estate pun masih blm terlihat hasilnya.... Seharusnya pemerintah kasih stimulus salah satunya turunkan harga BBM subsidi..,1906730832838136302,,zarryhendrik,in,,0,0,0,https://x.com/RaintRico/status/1906730832838136302,1797955130387763200,RaintRico
1906357111858049263,Mon Mar 31 15:26:37 +0000 2025,0,@AmbaTransporte M N N .bm .b. M Bbm Mm B,1906729855758029204,,AmbaTransporte,ht,,0,0,0,https://x.com/PercyMoran80748/status/1906729855758029204,1811608379116113920,PercyMoran80748
1906729648215454003,Mon Mar 31 15:25:48 +0000 2025,0,KRIMEN LUMALALA DAHIL SA SOCMED? BBM LAGAPAK SA RATING! MALAKANYANG NAG... https://t.co/uvy81wa0sx via @YouTube,1906729648215454003,,,tl,,0,0,0,https://x.com/liptont82969318/status/1906729648215454003,1085900619033075712,liptont82969318
1906714348392972684,Mon Mar 31 15:02:57 +0000 2025,27,@ABSCBNNews Karma na yan demonyita.,1906723897820745943,,ABSCBNNews,in,,0,0,0,https://x.com/JuanPerez1004/status/1906723897820745943,1573550138915573760,JuanPerez1004
1906673888563736671,Mon Mar 31 15:01:11 +0000 2025,21,@TVPatrol Normal lang yan sa bbm admin lol,1906723455216820620,,TVPatrol,in,"Saint Petersburg, Russia",0,26,0,https://x.com/iamleeback/status/1906723455216820620,784033386,iamleeback
1906534463284428992,Mon Mar 31 14:56:59 +0000 2025,0,@prabowo sy mendukung anda hy karena kasian bbrp kali gagal dan berharap anda ber empati PD rakyat.nyatanya blom 100 HR kerja SDH byk kekacauan yg anda ciptakan dan itu sgt menyakitkan hati rakyat dr gas langkah kenaikan pajak pro oligarki dan BBM oplosan.rakyat bukan kelinci percobaan.,1906722398122184901,,prabowo,in,,0,0,0,https://x.com/comeback718125/status/1906722398122184901,1681150855729545216,comeback718125
1906721742413762829,Mon Mar 31 14:54:23 +0000 2025,0,jadi was was mau beli bbm di smd ini,1906721742413762829,,,in,eommaeommaga,0,1,0,https://x.com/youarenee/status/1906721742413762829,1152521170576498688,youarenee
1906721717575393674,Mon Mar 31 14:54:17 +0000 2025,0,KRIMEN LUMALALA DAHIL SA SOCMED? BBM LAGAPAK SA RATING! MALAKANYANG NAG... https://t.co/GJ1FpDQ4os via @YouTube,1906721717575393674,,,tl,"Las Vegas, Nevada, U.S.A.",0,0,0,https://x.com/MutiaJunno/status/1906721717575393674,830477520,MutiaJunno
1906674294136152469,Mon Mar 31 14:52:40 +0000 2025,0,@f1speed_indo kalo masalahnya di bbm yg boros sesimpel bring back pitstop for fuel lagi aja itung nambah seru buat strategi,1906721310320845046,,f1speed_indo,in,,0,1,0,https://x.com/trulyzenin/status/1906721310320845046,861180619329384449,trulyzenin
1906651265196789827,Mon Mar 31 14:47:53 +0000 2025,1,@patriotic_ph Weeh..si Ngayon malinaw na Sayo yong BBM admin 450 Bilyon Flood control na binangga Ng Barko..,1906720107906384074,,patriotic_ph,tl,,0,0,0,https://x.com/DGabales070881/status/1906720107906384074,1677906788392534016,DGabales070881
1906717127190401169,Mon Mar 31 14:36:02 +0000 2025,0,Ilmu kimiyabe galiwudǝ ⎐نمشؾ⎐ ⊵CMM⊴ ⎐بٱث⎐ ⊵A4TU⊴ ⎐ٺوٺ⎐ ⊵SAAS⊴ BbM,1906717127190401169,,,in,,0,0,0,https://x.com/amandapcp/status/1906717127190401169,265421038,amandapcp
1906715355080233058,Mon Mar 31 14:29:00 +0000 2025,0,Daftar harga BBM Pertamina Shell Vivo dan BP pada Lebaran 2025 https://t.co/ZBIVcxhBju,1906715355080233058,,,in,,0,0,0,https://x.com/RadioElshinta/status/1906715355080233058,121640063,RadioElshinta
1906714590072959475,Mon Mar 31 14:27:28 +0000 2025,0,Sa'kin lang binoto ko lang naman si BBM for personal reason HAHAHAH,1906714971070939270,,Luistoic_,tl,Republic of the Philippines,0,1,0,https://x.com/Luistoic_/status/1906714971070939270,2919357649,Luistoic_
1906701621263749131,Mon Mar 31 14:17:54 +0000 2025,0,@alyssapaolaa si BBM na lang hahahahahahahahahah,1906712561619517747,,alyssapaolaa,tl,puso ni @reginevalcasid,0,1,0,https://x.com/vhiowtipull/status/1906712561619517747,42193202,vhiowtipull
1906568349703667822,Mon Mar 31 09:25:41 +0000 2025,3,@Real_Lene28 @barrygutierrez3 SINGILIN PABALIK both BBM &amp; DUTERTE,1906639022727860276,,Real_Lene28,in,"Göteborg, Sverige",0,0,0,https://x.com/Melanie29476765/status/1906639022727860276,1491133870137393152,Melanie29476765
1906635392763273522,Mon Mar 31 09:11:15 +0000 2025,0,Harga BBM Pertamina Shell Vivo BP-AKR Senin 31 Maret 2025 #mcinewsid #hargabbm https://t.co/4XNMB5yOms,1906635392763273522,,,in,,0,0,0,https://x.com/mcinewsid/status/1906635392763273522,1898989765539819521,mcinewsid
1906633935402205387,Mon Mar 31 09:05:28 +0000 2025,2,kasalanan talaga 'to ni bbm,1906633935402205387,,,in,pfp : @michaeelwave ! ☆,0,0,0,https://x.com/hrtsluka/status/1906633935402205387,1683343162537025536,hrtsluka
1906237557190295942,Mon Mar 31 09:02:19 +0000 2025,0,@KangManto123 Gitu terus. Bbm aja rugi terus bumn lain juga sama. Heran,1906633144016773534,,KangManto123,in,,0,0,0,https://x.com/abibmisbah1/status/1906633144016773534,409789102,abibmisbah1
1905940578040189050,Mon Mar 31 08:43:02 +0000 2025,0,@HumorJonTampan Enak aja di bantuin...bekerja keraslah mengatasi masalah negara....pajak sdh kau naikkan...BBM..listrik...uang negara di korupsi...uang korupsi itulah yg kau kejar utk mengatasi kekurangan kas negara...makanya miskinkan koruptor spy adil,1906628291437760608,,HumorJonTampan,in,7 oceans 7 continents,0,0,0,https://x.com/ramadhanfnu/status/1906628291437760608,2152266583,ramadhanfnu
1906618160645644420,Mon Mar 31 08:42:41 +0000 2025,13,@nabunturanguy Hanggang kahuli-hulihan ng buhay nila nagsisinungaling. If I were BBM di ko yan palalabasin. Tekla. ,1906628200542638262,,nabunturanguy,tl,,0,1,0,https://x.com/heartofemmaus/status/1906628200542638262,764831203048370176,heartofemmaus
324476646629457920,Mon Mar 31 08:42:15 +0000 2025,0,@antoniusernesto @Adelinevnsa bbm nya udh dioplos pak,1906628094909198814,,antoniusernesto,in,,0,0,0,https://x.com/itzyfromryujin_/status/1906628094909198814,1794418090916388864,itzyfromryujin_
1906069890638971368,Mon Mar 31 08:37:08 +0000 2025,0,@reyvanGali dari jmn BBM smpe Wasap tetap aja Toaisme TINGGAL PAKE ALRAM FULL MENTOK + GRUP WA warga.... nasih aja efek STUNTING TAOISM TOAISM️ https://t.co/zKYAaKkPJ5,1906626805852967196,https://pbs.twimg.com/tweet_video_thumb/GnWy-NGbQAAh4Iq.jpg,reyvanGali,in,Avros - Delimaschappe,0,0,0,https://x.com/etjon5/status/1906626805852967196,153293682,etjon5
1906494710929371215,Mon Mar 31 08:36:25 +0000 2025,0,@RyanLingo_ Potaena ryan tumulong na lang kayo kay BBM.. sinasayang mo BOBOto MO,1906626626269630636,,RyanLingo_,tl,Ayungin Shoal,0,0,0,https://x.com/clubdaimos/status/1906626626269630636,1439001704582696964,clubdaimos
1906590871480680518,Mon Mar 31 08:36:18 +0000 2025,1,@News5PH Iyak.,1906626594632040454,,News5PH,in,,0,0,0,https://x.com/JuanPerez1004/status/1906626594632040454,1573550138915573760,JuanPerez1004
1906583346647384431,Mon Mar 31 08:31:55 +0000 2025,2,@_miggypot29 Sakto may 3 years pa si BBM..di sila makakapang gulo,1906625492750622963,,_MiGGYPOT29,tl,,0,0,0,https://x.com/GacosAlmario/status/1906625492750622963,1511412100069195776,GacosAlmario
1906625010933928117,Mon Mar 31 08:30:00 +0000 2025,0,Daftar harga BBM Pertamina Shell Vivo dan BP pada Lebaran 2025 https://t.co/XnQr0U0D59,1906625010933928117,,,in,"Tegal, Jawa Tengah",0,0,0,https://x.com/elshinta_tegal/status/1906625010933928117,1006054070077964289,elshinta_tegal
1906624992219193499,Mon Mar 31 08:29:56 +0000 2025,0,Harga bahan bakar minyak (BBM) di stasiun pengisian bahan bakar umum (SPBU) Shell Vivo dan BP pada Hari Raya Idul Fitri 1446 Hijriah atau Senin (31/3) tidak mengalami perubahan atau tetap sejak awal Maret 2025 sementara Pertamina turun sejak 29 Maret. https://t.co/poglD4yPg1,1906624992219193499,,,in,Jawa Timur,0,0,0,https://x.com/ANTARAJatim_/status/1906624992219193499,1557190679553769473,ANTARAJatim_
1905926533992382575,Mon Mar 31 08:28:16 +0000 2025,0,@Mdy_Asmara1701 Mudik gratis pakai mobil dinas bbm free pajak free tapi rakyat bayaaarr...,1906624575942598777,,Mdy_Asmara1701,in,"Surabaya, Indonesia",0,0,0,https://x.com/harsowitjaksono/status/1906624575942598777,114088307,harsowitjaksono
1906621532300063230,Mon Mar 31 08:22:11 +0000 2025,1,@zenpachupa Bbm Po Tayo kuya,1906623044556087691,,zenpachupa,tl,,0,0,0,https://x.com/GeneB19949/status/1906623044556087691,1760924745267380224,GeneB19949
1906621794791936299,Mon Mar 31 08:17:13 +0000 2025,2,Cek Ketersediaan BBM Pawas Iptu I Putu Sudiadi S.H bersama anggota Sambangi Obvit SPBU seputaran Kota Bangli Senin (31/3/2025). #Polripresisi #Polrihumanis #Poldabali #Polresbangli #Bersamajagakondusifitas https://t.co/3ttwmjVNZf,1906621794791936299,https://pbs.twimg.com/media/GnWuacUbgAA104_.jpg,,in,,0,0,0,https://x.com/HumasPolsekBgl/status/1906621794791936299,1262287174227001344,HumasPolsekBgl
1906511189389332800,Mon Mar 31 08:06:17 +0000 2025,0,@SoftWarNews Berarti sdh benar kebijakan Indonesia u/ lebih mendorong penggunaan mobil listrik ya? Ga kebayang tiba2 harga BBM meledak tinggi gara2 perang apa ga makin limbung APBN Kl listrik kan bs pk batubara/gas yg cadangannya msh cukup byk di Indonesia,1906619043412582847,,SoftWarNews,in,Indonesia,0,2,0,https://x.com/ferascorp/status/1906619043412582847,50509502,ferascorp
1906475246154342818,Mon Mar 31 07:51:21 +0000 2025,0,@choi_kapitan Su sara nga ang sweet nila dati ni bbm pero now gustong ipapatay! at putangina nyo raw! So ganun talaga! Bobo!,1906615283554636242,,choi_kapitan,tl,Republic of the Philippines,0,0,0,https://x.com/marjnamarj/status/1906615283554636242,1303450981200347137,marjnamarj
1906613775601483798,Mon Mar 31 07:45:21 +0000 2025,0,BBM adik! BBM ADIK! BBM ADIK! ,1906613775601483798,,,in,,0,0,0,https://x.com/ybur_Rosa/status/1906613775601483798,1849773009697148929,ybur_Rosa
1906034971535654971,Mon Mar 31 07:41:02 +0000 2025,1,@TanyaMobilBase XL7 Hybrid udah paling pas sih budget segitu. SUV 7-seater irit bahan bakar fitur melimpah (cruise control electric mirror kamera depan belakang) kabin lega interior eksterior mewah hybrid (konsumsi BBM bisa sampe 19km/l),1906612689117257766,,TanyaMobilBase,in,Anfield Kidul.,0,0,0,https://x.com/wakebigwin/status/1906612689117257766,1899219547795943424,wakebigwin
1903817809844682956,Mon Mar 31 07:24:27 +0000 2025,0,@UD_Poz_ @spinozmecunt Ipagdasal kong mawala ang muta sa mga mata mong nabulag kay BBM. HAHAHA,1906608514073788694,,UD_Poz_,tl,Republic of the Philippines,0,1,0,https://x.com/brianfonseca63/status/1906608514073788694,1746417208983699456,brianfonseca63
1906608090155225211,Mon Mar 31 07:22:46 +0000 2025,0,BBM NAGULANTANG SA NATUKLASAN NI KA MENTONG! FAJARDO BUTATA DAHIL SINUNG... https://t.co/NTWSF5Ftkz via @YouTube,1906608090155225211,,,tl,,0,0,0,https://x.com/liptont82969318/status/1906608090155225211,1085900619033075712,liptont82969318
1906607160664203538,Mon Mar 31 07:19:04 +0000 2025,0,Polres Agam Amankan Dua Pelaku Penyalahgunaan BBM Subsidi Sita Sembilan Jerigen Pertalite https://t.co/OUWjrdu1Qf,1906607160664203538,,,in,"Sumatera Barat, Indonesia",0,0,0,https://x.com/radarsumbarcom/status/1906607160664203538,1406534413240786947,radarsumbarcom
1906606103498264841,Mon Mar 31 07:14:52 +0000 2025,2,Masalah pajak UU TNI impor barang masalah BBM korupsi hingga level tinggi... Cuma gerombolan mereka tetep berkutat bahwa keturunan Yaman biang masalah disini ,1906606103498264841,,,in,113 KM dari IKN,0,0,1,https://x.com/aspiiin/status/1906606103498264841,55122115,aspiiin
1906528268549013956,Mon Mar 31 07:14:39 +0000 2025,0,@mj16252 @Aling_Pasing123 See. Sample of a delulu. Hahaha.,1906606045822087232,,mj16252,in,,0,0,0,https://x.com/JuanPerez1004/status/1906606045822087232,1573550138915573760,JuanPerez1004
1906515277191536690,Mon Mar 31 06:48:59 +0000 2025,0,@mistlef0e Udh gitu duit beli bbm dan patwalnya pake pajak. Bener2 sampah peradaban.,1906599589169557732,,mistlef0e,in,,0,0,0,https://x.com/STedjoN/status/1906599589169557732,1899228218437386240,STedjoN
1905963808998498597,Mon Mar 31 06:48:49 +0000 2025,0,@patriotic_ph Sinong sisihin nyo ? C BBM na naman? Mga tanga!,1906599545393618970,,patriotic_ph,tl,,0,0,0,https://x.com/almaarutnev/status/1906599545393618970,1456229422831259649,almaarutnev
1906597598179557518,Mon Mar 31 06:41:04 +0000 2025,0,Daftar harga BBM Pertamina Shell Vivo dan BP pada Lebaran 2025 https://t.co/Jp9gaqq0ut https://t.co/z13RAftxC0,1906597598179557518,https://pbs.twimg.com/media/GnWYZ-waQAAcWx9.png,,in,Indonesia,0,0,0,https://x.com/webelshinta/status/1906597598179557518,1482999200988434435,webelshinta
1906595714727289247,Mon Mar 31 06:33:35 +0000 2025,0,Tanpa barcode BBM subsidi berisiko disalahgunakan untuk aktivitas ilegal. ️ Mari dukung penggunaan barcode BBM agar subsidi tepat sasaran dan rakyat kecil tidak dirugikan! #BarcodeBBM #SubsidiTepat #BBMAman https://t.co/Xv6yZmUUnm,1906595714727289247,https://pbs.twimg.com/media/GnWWrJkasAEzUh_.jpg,,in,"Aceh, Indonesia",0,0,0,https://x.com/JanetBrawner2/status/1906595714727289247,1561628306033717250,JanetBrawner2
1906378431849242787,Mon Mar 31 06:29:33 +0000 2025,0,@bigotilyolgw @attyharryroque Wahaha,1906594698057416873,,bigotilyolgw,tl,,0,0,0,https://x.com/JuanPerez1004/status/1906594698057416873,1573550138915573760,JuanPerez1004
1906296456660566466,Mon Mar 31 06:19:50 +0000 2025,0,@ancokpoll @Pai_C1 Kalau seseorang memahami kondisi kendaraan yang dikendarainya. Banyak yang harus dipikirkan tidak asal yang penting saya mau belok. Pikirkan pengguna jalan lainnya. Akibat yang ditimbulkan jauh lebih besar bila dibanding pengeluaran BBM untuk cari tempat putar balik yang aman.,1906592253209936110,,ancokpoll,in,,0,1,0,https://x.com/eiw_dakwahsalaf/status/1906592253209936110,1136354853796532225,eiw_dakwahsalaf
1906563040474284055,Mon Mar 31 06:16:49 +0000 2025,0,@ABSCBNNews Tapos tutulungan ng gobyerno ni BBM eh kung di yan nahuli sure ako angyayabang nyan at tatawag tawagin lang syang bangag. Tas gagamitin ang tax ng bayan para tulungan sila. Mahusay.,1906591494330556834,,ABSCBNNews,tl,Makati City,0,0,0,https://x.com/mm_2428/status/1906591494330556834,1106230070169878528,mm_2428
1906589854386827266,Mon Mar 31 06:10:18 +0000 2025,0,@salice_roseee no lie BBM ️‍ https://t.co/ssQPI1N7Fz,1906589854386827266,https://pbs.twimg.com/amplify_video_thumb/1906589740712824833/img/wh02CKGAQBFrkab1.jpg,salice_roseee,ht,"Manhattan, NY",0,0,0,https://x.com/Jerry91490705/status/1906589854386827266,1544628855733895169,Jerry91490705
1906589834866770325,Mon Mar 31 06:10:14 +0000 2025,62,BANG #mcsr #bbm https://t.co/IBhSfIeraN,1906589834866770325,https://pbs.twimg.com/media/GnWRWXoasAA-8Wx.jpg,,in,any pronouns | unlabeled,0,0,11,https://x.com/awez_714/status/1906589834866770325,1657922921413607426,awez_714
1906578202069508581,Mon Mar 31 05:49:15 +0000 2025,0,@AltIndayBadiday @bellemariano02 bbm sara pala si belle,1906584558176457108,,AltIndayBadiday,tl,on your sycamore tree,0,2,0,https://x.com/GirlieWasTaken/status/1906584558176457108,1217054763688181761,GirlieWasTaken
1906534463284428992,Mon Mar 31 05:35:31 +0000 2025,1,@Panitia68285950 @prabowo Jelema geloo.. Elu ajah penikmat fasum Pmerintah.. Subsidi BBM BPJS Diskon listrik Bansos dll Idup cuma jd benalu di Indonesia 🇮🇩,1906581098639085752,,Panitia68285950,in,Flat earth 🏜 ,0,3,0,https://x.com/Yattie2023/status/1906581098639085752,1660654948244234249,Yattie2023
